"data";"tipo_teste";"testes_negativos";"testes_positivos";"testes_inconclusivos"
2020-09-01;NA;0;0;0
2020-09-02;"Enzimaimunoensaio  ELISA";194;159;194
2020-09-02;"Imunoensaio por Eletroquimioluminescência  ECLIA";340;181;340
2020-09-02;"Quimioluminescência - CLIA";718;351;718
2020-09-02;"RT-PCR";17124;9380;17124
2020-09-02;"TESTE RÁPIDO - ANTICORPO";67098;20202;67098
2020-09-02;"TESTE RÁPIDO - ANTÍGENO";3932;2321;3932
2020-09-02;NA;0;0;0
2020-09-03;"Enzimaimunoensaio  ELISA";109;55;109
2020-09-03;"Imunoensaio por Eletroquimioluminescência  ECLIA";117;88;117
2020-09-03;"Quimioluminescência - CLIA";413;269;413
2020-09-03;"RT-PCR";13230;7342;13230
2020-09-03;"TESTE RÁPIDO - ANTICORPO";17298;9774;17298
2020-09-03;"TESTE RÁPIDO - ANTÍGENO";1900;1691;1900
2020-09-03;NA;0;0;0
2020-09-04;"Enzimaimunoensaio  ELISA";164;85;164
2020-09-04;"Imunoensaio por Eletroquimioluminescência  ECLIA";283;115;283
2020-09-04;"Quimioluminescência - CLIA";659;407;659
2020-09-04;"RT-PCR";15028;7985;15028
2020-09-04;"TESTE RÁPIDO - ANTICORPO";33579;13466;33579
2020-09-04;"TESTE RÁPIDO - ANTÍGENO";4252;2325;4252
2020-09-04;NA;0;0;0
2020-09-05;"Enzimaimunoensaio  ELISA";25;30;25
2020-09-05;"Imunoensaio por Eletroquimioluminescência  ECLIA";113;26;113
2020-09-05;"Quimioluminescência - CLIA";121;131;121
2020-09-05;"RT-PCR";5028;3179;5028
2020-09-05;"TESTE RÁPIDO - ANTICORPO";8464;3686;8464
2020-09-05;"TESTE RÁPIDO - ANTÍGENO";1291;728;1291
2020-09-05;NA;0;0;0
2020-09-06;"Enzimaimunoensaio  ELISA";19;17;19
2020-09-06;"Imunoensaio por Eletroquimioluminescência  ECLIA";113;63;113
2020-09-06;"Quimioluminescência - CLIA";43;16;43
2020-09-06;"RT-PCR";5357;2137;5357
2020-09-06;"TESTE RÁPIDO - ANTICORPO";4329;1836;4329
2020-09-06;"TESTE RÁPIDO - ANTÍGENO";627;314;627
2020-09-06;NA;0;0;0
2020-09-07;"Enzimaimunoensaio  ELISA";12;21;12
2020-09-07;"Imunoensaio por Eletroquimioluminescência  ECLIA";34;10;34
2020-09-07;"Quimioluminescência - CLIA";51;111;51
2020-09-07;"RT-PCR";3920;3014;3920
2020-09-07;"TESTE RÁPIDO - ANTICORPO";6217;2923;6217
2020-09-07;"TESTE RÁPIDO - ANTÍGENO";854;549;854
2020-09-07;NA;0;0;0
2020-09-08;"Enzimaimunoensaio  ELISA";158;174;158
2020-09-08;"Imunoensaio por Eletroquimioluminescência  ECLIA";310;165;310
2020-09-08;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";1;0;1
2020-09-08;"Quimioluminescência - CLIA";947;410;947
2020-09-08;"RT-PCR";19247;11131;19247
2020-09-08;"TESTE RÁPIDO - ANTICORPO";35131;15297;35131
2020-09-08;"TESTE RÁPIDO - ANTÍGENO";4754;2581;4754
2020-09-08;NA;0;0;0
2020-09-09;"Enzimaimunoensaio  ELISA";141;96;141
2020-09-09;"Imunoensaio por Eletroquimioluminescência  ECLIA";279;135;279
2020-09-09;"Quimioluminescência - CLIA";929;444;929
2020-09-09;"RT-PCR";18343;10243;18343
2020-09-09;"TESTE RÁPIDO - ANTICORPO";33243;13776;33243
2020-09-09;"TESTE RÁPIDO - ANTÍGENO";4439;2471;4439
2020-09-09;NA;0;0;0
2020-09-10;"Enzimaimunoensaio  ELISA";125;189;125
2020-09-10;"Imunoensaio por Eletroquimioluminescência  ECLIA";228;134;228
2020-09-10;"Quimioluminescência - CLIA";1044;449;1044
2020-09-10;"RT-PCR";15917;9169;15917
2020-09-10;"TESTE RÁPIDO - ANTICORPO";33064;13149;33064
2020-09-10;"TESTE RÁPIDO - ANTÍGENO";3836;2281;3836
2020-09-10;NA;0;0;0
2020-09-11;"Enzimaimunoensaio  ELISA";82;77;82
2020-09-11;"Imunoensaio por Eletroquimioluminescência  ECLIA";318;114;318
2020-09-11;"Quimioluminescência - CLIA";862;429;862
2020-09-11;"RT-PCR";14447;8596;14447
2020-09-11;"TESTE RÁPIDO - ANTICORPO";30549;11790;30549
2020-09-11;"TESTE RÁPIDO - ANTÍGENO";4128;2106;4128
2020-09-11;NA;0;0;0
2020-09-12;"Enzimaimunoensaio  ELISA";26;23;26
2020-09-12;"Imunoensaio por Eletroquimioluminescência  ECLIA";153;35;153
2020-09-12;"Quimioluminescência - CLIA";189;164;189
2020-09-12;"RT-PCR";4563;3509;4563
2020-09-12;"TESTE RÁPIDO - ANTICORPO";8356;3450;8356
2020-09-12;"TESTE RÁPIDO - ANTÍGENO";1162;596;1162
2020-09-12;NA;0;0;0
2020-09-13;"Enzimaimunoensaio  ELISA";8;3;8
2020-09-13;"Imunoensaio por Eletroquimioluminescência  ECLIA";29;13;29
2020-09-13;"Quimioluminescência - CLIA";111;40;111
2020-09-13;"RT-PCR";3101;2337;3101
2020-09-13;"TESTE RÁPIDO - ANTICORPO";4199;1848;4199
2020-09-13;"TESTE RÁPIDO - ANTÍGENO";457;714;457
2020-09-13;NA;0;0;0
2020-09-14;"Enzimaimunoensaio  ELISA";241;159;241
2020-09-14;"Imunoensaio por Eletroquimioluminescência  ECLIA";206;175;206
2020-09-14;"Quimioluminescência - CLIA";713;418;713
2020-09-14;"RT-PCR";18108;10708;18108
2020-09-14;"TESTE RÁPIDO - ANTICORPO";33651;13588;33651
2020-09-14;"TESTE RÁPIDO - ANTÍGENO";4212;2883;4212
2020-09-14;NA;1;0;1
2020-09-15;"Enzimaimunoensaio  ELISA";118;75;118
2020-09-15;"Imunoensaio por Eletroquimioluminescência  ECLIA";260;184;260
2020-09-15;"Quimioluminescência - CLIA";713;350;713
2020-09-15;"RT-PCR";16214;9286;16214
2020-09-15;"TESTE RÁPIDO - ANTICORPO";31013;12258;31013
2020-09-15;"TESTE RÁPIDO - ANTÍGENO";3446;2493;3446
2020-09-15;NA;0;0;0
2020-09-16;"Enzimaimunoensaio  ELISA";139;76;139
2020-09-16;"Imunoensaio por Eletroquimioluminescência  ECLIA";151;121;151
2020-09-16;"Quimioluminescência - CLIA";593;409;593
2020-09-16;"RT-PCR";15294;8732;15294
2020-09-16;"TESTE RÁPIDO - ANTICORPO";29740;11287;29740
2020-09-16;"TESTE RÁPIDO - ANTÍGENO";3562;1957;3562
2020-09-16;NA;0;0;0
2020-09-17;"Enzimaimunoensaio  ELISA";281;100;281
2020-09-17;"Imunoensaio por Eletroquimioluminescência  ECLIA";288;148;288
2020-09-17;"Quimioluminescência - CLIA";735;476;735
2020-09-17;"RT-PCR";16067;8663;16067
2020-09-17;"TESTE RÁPIDO - ANTICORPO";30976;11575;30976
2020-09-17;"TESTE RÁPIDO - ANTÍGENO";3553;1868;3553
2020-09-17;NA;0;0;0
2020-09-18;"Enzimaimunoensaio  ELISA";143;57;143
2020-09-18;"Imunoensaio por Eletroquimioluminescência  ECLIA";201;67;201
2020-09-18;"Quimioluminescência - CLIA";580;334;580
2020-09-18;"RT-PCR";14323;7968;14323
2020-09-18;"TESTE RÁPIDO - ANTICORPO";30420;11213;30420
2020-09-18;"TESTE RÁPIDO - ANTÍGENO";3992;2019;3992
2020-09-18;NA;0;1;0
2020-09-19;"Quimioluminescência - CLIA";0;6;0
2020-09-19;"RT-PCR";4403;2734;4403
2020-09-19;"TESTE RÁPIDO - ANTICORPO";8519;2969;8519
2020-09-19;"TESTE RÁPIDO - ANTÍGENO";1048;586;1048
2020-09-19;NA;0;0;0
2020-09-20;"RT-PCR";4003;1998;4003
2020-09-20;"TESTE RÁPIDO - ANTICORPO";4567;1783;4567
2020-09-20;"TESTE RÁPIDO - ANTÍGENO";499;254;499
2020-09-20;NA;0;0;0
2020-09-21;"Imunoensaio por Eletroquimioluminescência  ECLIA";46;0;46
2020-09-21;"RT-PCR";18947;9722;18947
2020-09-21;"TESTE RÁPIDO - ANTICORPO";30691;12235;30691
2020-09-21;"TESTE RÁPIDO - ANTÍGENO";3524;2125;3524
2020-09-21;NA;0;0;0
2020-09-22;"Enzimaimunoensaio - ELISA IgM";1;0;1
2020-09-22;"Quimioluminescência - CLIA";0;1;0
2020-09-22;"RT-PCR";14950;7926;14950
2020-09-22;"TESTE RÁPIDO - ANTICORPO";31091;11591;31091
2020-09-22;"TESTE RÁPIDO - ANTÍGENO";3733;1935;3733
2020-09-22;NA;2;0;2
2020-09-23;"Quimioluminescência - CLIA";1;0;1
2020-09-23;"RT-PCR";15444;7779;15444
2020-09-23;"TESTE RÁPIDO - ANTICORPO";29472;10942;29472
2020-09-23;"TESTE RÁPIDO - ANTÍGENO";3682;1854;3682
2020-09-23;NA;0;0;0
2020-09-24;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";1;0;1
2020-09-24;"RT-PCR";15220;7392;15220
2020-09-24;"TESTE RÁPIDO - ANTICORPO";28058;9789;28058
2020-09-24;"TESTE RÁPIDO - ANTÍGENO";3560;1817;3560
2020-09-24;NA;0;0;0
2020-09-25;"RT-PCR";14070;6636;14070
2020-09-25;"TESTE RÁPIDO - ANTICORPO";27023;9480;27023
2020-09-25;"TESTE RÁPIDO - ANTÍGENO";3445;1577;3445
2020-09-25;NA;0;0;0
2020-09-26;"RT-PCR";4547;2598;4547
2020-09-26;"TESTE RÁPIDO - ANTICORPO";8875;2911;8875
2020-09-26;"TESTE RÁPIDO - ANTÍGENO";1143;651;1143
2020-09-26;NA;0;0;0
2020-09-27;"Imunoensaio por Eletroquimioluminescência  ECLIA";0;0;0
2020-09-27;"RT-PCR";4239;1983;4239
2020-09-27;"TESTE RÁPIDO - ANTICORPO";3377;1407;3377
2020-09-27;"TESTE RÁPIDO - ANTÍGENO";424;176;424
2020-09-27;NA;0;0;0
2020-09-28;"Quimioluminescência - CLIA";0;1;0
2020-09-28;"RT-PCR";18325;9624;18325
2020-09-28;"TESTE RÁPIDO - ANTICORPO";30410;11140;30410
2020-09-28;"TESTE RÁPIDO - ANTÍGENO";3469;1845;3469
2020-09-28;NA;0;0;0
2020-09-29;"Enzimaimunoensaio  ELISA";1;0;1
2020-09-29;"Enzimaimunoensaio - ELISA IgM";3;0;3
2020-09-29;"RT-PCR";15906;8141;15906
2020-09-29;"TESTE RÁPIDO - ANTICORPO";36411;12307;36411
2020-09-29;"TESTE RÁPIDO - ANTÍGENO";3378;1502;3378
2020-09-29;NA;0;0;0
2020-09-30;"Enzimaimunoensaio  ELISA";27;1;27
2020-09-30;"Imunoensaio por Eletroquimioluminescência  ECLIA";1;0;1
2020-09-30;"RT-PCR";14542;7264;14542
2020-09-30;"TESTE RÁPIDO - ANTICORPO";35003;10532;35003
2020-09-30;"TESTE RÁPIDO - ANTÍGENO";2942;1429;2942
2020-09-30;NA;0;0;0
2020-10-01;"Enzimaimunoensaio  ELISA";1;0;1
2020-10-01;"RT-PCR";13258;6813;13258
2020-10-01;"TESTE RÁPIDO - ANTICORPO";24489;8644;24489
2020-10-01;"TESTE RÁPIDO - ANTÍGENO";3030;1514;3030
2020-10-01;NA;0;0;0
2020-10-02;"Imunoensaio por Eletroquimioluminescência - ECLIA IgG";1;0;1
2020-10-02;"RT-PCR";12865;5733;12865
2020-10-02;"TESTE RÁPIDO - ANTICORPO";44549;10719;44549
2020-10-02;"TESTE RÁPIDO - ANTÍGENO";2907;1664;2907
2020-10-02;NA;0;0;0
2020-10-03;"RT-PCR";3414;1985;3414
2020-10-03;"TESTE RÁPIDO - ANTICORPO";11722;2869;11722
2020-10-03;"TESTE RÁPIDO - ANTÍGENO";517;277;517
2020-10-03;NA;0;0;0
2020-10-04;"RT-PCR";4016;1820;4016
2020-10-04;"TESTE RÁPIDO - ANTICORPO";3300;1085;3300
2020-10-04;"TESTE RÁPIDO - ANTÍGENO";621;199;621
2020-10-04;NA;0;0;0
2020-10-05;"Quimioluminescência - CLIA";0;0;0
2020-10-05;"RT-PCR";16473;8127;16473
2020-10-05;"TESTE RÁPIDO - ANTICORPO";29262;10084;29262
2020-10-05;"TESTE RÁPIDO - ANTÍGENO";3243;1535;3243
2020-10-05;NA;0;0;0
2020-10-06;"RT-PCR";14575;6854;14575
2020-10-06;"TESTE RÁPIDO - ANTICORPO";25354;8254;25354
2020-10-06;"TESTE RÁPIDO - ANTÍGENO";3168;1520;3168
2020-10-06;NA;1;0;1
2020-10-07;"RT-PCR";12259;5788;12259
2020-10-07;"TESTE RÁPIDO - ANTICORPO";23291;7545;23291
2020-10-07;"TESTE RÁPIDO - ANTÍGENO";2747;1279;2747
2020-10-07;NA;0;0;0
2020-10-08;"RT-PCR";11136;5569;11136
2020-10-08;"TESTE RÁPIDO - ANTICORPO";43856;10644;43856
2020-10-08;"TESTE RÁPIDO - ANTÍGENO";2907;1206;2907
2020-10-08;NA;0;0;0
2020-10-09;"RT-PCR";10425;4797;10425
2020-10-09;"TESTE RÁPIDO - ANTICORPO";57102;11815;57102
2020-10-09;"TESTE RÁPIDO - ANTÍGENO";2943;1187;2943
2020-10-09;NA;0;0;0
2020-10-10;"RT-PCR";2734;1683;2734
2020-10-10;"TESTE RÁPIDO - ANTICORPO";35793;5897;35793
2020-10-10;"TESTE RÁPIDO - ANTÍGENO";822;371;822
2020-10-10;NA;0;0;0
2020-10-11;"RT-PCR";1636;941;1636
2020-10-11;"TESTE RÁPIDO - ANTICORPO";2217;741;2217
2020-10-11;"TESTE RÁPIDO - ANTÍGENO";284;256;284
2020-10-11;NA;0;0;0
2020-10-12;"RT-PCR";1665;1215;1665
2020-10-12;"TESTE RÁPIDO - ANTICORPO";3181;1246;3181
2020-10-12;"TESTE RÁPIDO - ANTÍGENO";410;276;410
2020-10-12;NA;0;0;0
2020-10-13;"RT-PCR";8549;5130;8549
2020-10-13;"TESTE RÁPIDO - ANTICORPO";20299;7186;20299
2020-10-13;"TESTE RÁPIDO - ANTÍGENO";3084;1719;3084
2020-10-13;NA;0;0;0
2020-10-14;"RT-PCR";5596;2778;5596
2020-10-14;"TESTE RÁPIDO - ANTICORPO";30902;7911;30902
2020-10-14;"TESTE RÁPIDO - ANTÍGENO";1343;818;1343
2020-10-14;NA;0;0;0
2020-10-15;"RT-PCR";4878;2355;4878
2020-10-15;"TESTE RÁPIDO - ANTICORPO";15320;4470;15320
2020-10-15;"TESTE RÁPIDO - ANTÍGENO";1150;816;1150
2020-10-15;NA;0;0;0
2020-10-16;"RT-PCR";4259;1854;4259
2020-10-16;"TESTE RÁPIDO - ANTICORPO";28316;5184;28316
2020-10-16;"TESTE RÁPIDO - ANTÍGENO";875;783;875
2020-10-16;NA;0;0;0
2020-10-17;"RT-PCR";1519;423;1519
2020-10-17;"TESTE RÁPIDO - ANTICORPO";39766;5519;39766
2020-10-17;"TESTE RÁPIDO - ANTÍGENO";311;298;311
2020-10-17;NA;0;0;0
2020-10-18;"RT-PCR";755;245;755
2020-10-18;"TESTE RÁPIDO - ANTICORPO";30204;3925;30204
2020-10-18;"TESTE RÁPIDO - ANTÍGENO";140;162;140
2020-10-18;NA;0;0;0
2020-10-19;"RT-PCR";2813;971;2813
2020-10-19;"TESTE RÁPIDO - ANTICORPO";6452;2828;6452
2020-10-19;"TESTE RÁPIDO - ANTÍGENO";801;528;801
2020-10-19;NA;0;0;0
2020-10-20;"RT-PCR";1323;761;1323
2020-10-20;"TESTE RÁPIDO - ANTICORPO";5547;2235;5547
2020-10-20;"TESTE RÁPIDO - ANTÍGENO";738;421;738
2020-10-20;NA;0;0;0
2020-10-21;"RT-PCR";1;0;1
2020-10-21;"TESTE RÁPIDO - ANTICORPO";6;0;6
2020-10-22;"RT-PCR";1;1;1
2020-10-22;"TESTE RÁPIDO - ANTICORPO";3;0;3
2020-10-25;"TESTE RÁPIDO - ANTICORPO";2;0;2
